"video_id","count","date"
634,46593,"2015-01-07"
1788,29398,"2015-01-15"
1372,1769174,"2015-01-09"
2906,782166,"2015-01-08"
2186,25124,"2015-01-11"
1846,147459,"2015-01-02"
772,84,"2015-01-08"
2317,31099,"2015-01-07"
988,58,"2015-01-14"
499,2048373,"2015-01-10"
2909,88,"2015-01-05"
1718,639893,"2015-01-02"
2942,67,"2015-01-04"
2505,586465,"2015-01-01"
1901,2001188,"2015-01-12"
221,1147682,"2015-01-12"
1728,573413,"2015-01-09"
1908,161,"2015-01-07"
2794,301611,"2015-01-08"
615,122,"2015-01-08"
417,49369,"2015-01-12"
179,4081337,"2015-01-15"
614,129828,"2015-01-13"
2767,1795438,"2015-01-01"
537,217,"2015-01-07"
2216,372651,"2015-01-08"
1887,1124177,"2015-01-06"
2922,2121403,"2015-01-01"
621,108781,"2015-01-13"
2923,1235018,"2015-01-15"
2268,1800696,"2015-01-04"
1505,696298,"2015-01-01"
2877,141,"2015-01-06"
2996,205801,"2015-01-04"
1067,15681,"2015-01-11"
28,16276,"2015-01-05"
2769,549855,"2015-01-10"
1103,915406,"2015-01-04"
252,39,"2015-01-08"
2472,934068,"2015-01-10"
1066,1289,"2015-01-04"
196,29500,"2015-01-14"
2389,526,"2015-01-03"
753,242917,"2015-01-02"
420,1832515,"2015-01-06"
1627,3354,"2015-01-11"
576,277,"2015-01-12"
2866,1193285,"2015-01-11"
567,444,"2015-01-01"
1309,6119,"2015-01-10"
514,2554054,"2015-01-09"
551,352406,"2015-01-10"
1143,245298,"2015-01-02"
643,311,"2015-01-15"
612,162,"2015-01-09"
701,897,"2015-01-02"
2371,23846,"2015-01-14"
1844,17376,"2015-01-09"
1851,4113,"2015-01-07"
1261,2572217,"2015-01-15"
2662,136,"2015-01-02"
8,2110295,"2015-01-07"
2307,621332,"2015-01-08"
1298,5776,"2015-01-05"
2441,231,"2015-01-08"
1223,333119,"2015-01-15"
303,12438,"2015-01-09"
1846,61083,"2015-01-11"
1174,99,"2015-01-01"
1725,2872320,"2015-01-06"
852,5671,"2015-01-14"
906,173,"2015-01-06"
494,2305,"2015-01-09"
1714,261662,"2015-01-15"
1823,797741,"2015-01-11"
1087,226469,"2015-01-14"
37,1654042,"2015-01-14"
2741,673597,"2015-01-03"
1163,3309417,"2015-01-01"
1415,481642,"2015-01-07"
1789,12767,"2015-01-01"
331,2849926,"2015-01-12"
1047,1797601,"2015-01-01"
1891,9589,"2015-01-07"
406,88947,"2015-01-08"
1777,1547440,"2015-01-08"
309,23224,"2015-01-14"
468,80208,"2015-01-07"
2823,132299,"2015-01-08"
2809,97407,"2015-01-10"
1187,573,"2015-01-01"
1557,155986,"2015-01-12"
2669,1772341,"2015-01-06"
1093,91587,"2015-01-07"
2375,257,"2015-01-13"
694,457076,"2015-01-03"
1100,1138241,"2015-01-13"
2886,52259,"2015-01-09"
413,44846,"2015-01-09"
2382,452495,"2015-01-12"
1544,74468,"2015-01-14"
2190,6604,"2015-01-03"
886,173269,"2015-01-08"
1157,802864,"2015-01-04"
395,428728,"2015-01-10"
2320,556385,"2015-01-14"
955,421,"2015-01-04"
1683,10528,"2015-01-06"
2308,84,"2015-01-04"
1621,18150,"2015-01-13"
2336,1188,"2015-01-08"
2273,64923,"2015-01-04"
1165,144,"2015-01-08"
2012,240,"2015-01-07"
1640,184588,"2015-01-01"
450,842174,"2015-01-11"
1927,37614,"2015-01-10"
1054,2548,"2015-01-03"
249,287,"2015-01-06"
1563,9626,"2015-01-02"
144,2599538,"2015-01-13"
1346,174,"2015-01-02"
335,1156922,"2015-01-05"
1986,283085,"2015-01-05"
2567,25301,"2015-01-05"
2303,21,"2015-01-10"
466,2735146,"2015-01-10"
714,233942,"2015-01-07"
1418,1328462,"2015-01-10"
2836,90165,"2015-01-07"
2695,106274,"2015-01-14"
2726,228705,"2015-01-06"
640,184,"2015-01-10"
342,9743,"2015-01-03"
321,59863,"2015-01-14"
1840,2043790,"2015-01-04"
2204,685582,"2015-01-11"
2072,215,"2015-01-04"
2494,2362933,"2015-01-08"
1065,586502,"2015-01-01"
1871,724610,"2015-01-02"
2326,604989,"2015-01-08"
1377,5761,"2015-01-04"
2563,614653,"2015-01-07"
2924,4068,"2015-01-05"
2569,113029,"2015-01-09"
993,1604691,"2015-01-03"
137,30603,"2015-01-14"
1613,2885436,"2015-01-11"
999,263734,"2015-01-08"
1265,2279778,"2015-01-13"
1628,859236,"2015-01-04"
616,23311,"2015-01-06"
2292,2912423,"2015-01-01"
132,1794518,"2015-01-06"
451,140,"2015-01-07"
1065,173479,"2015-01-06"
1546,1670330,"2015-01-01"
818,2750499,"2015-01-15"
1769,16031,"2015-01-12"
2863,215,"2015-01-02"
2612,185,"2015-01-03"
1589,1896650,"2015-01-14"
2302,28825,"2015-01-05"
135,35341,"2015-01-14"
2738,3064925,"2015-01-09"
2048,181,"2015-01-07"
2154,556825,"2015-01-02"
1486,649777,"2015-01-15"
1992,100882,"2015-01-05"
2509,37816,"2015-01-14"
6,118150,"2015-01-04"
1108,121231,"2015-01-14"
1734,2092990,"2015-01-15"
2231,104185,"2015-01-14"
2966,149220,"2015-01-05"
839,213574,"2015-01-13"
31,751718,"2015-01-02"
2414,290,"2015-01-11"
1389,488341,"2015-01-02"
1961,71054,"2015-01-13"
2956,1078954,"2015-01-01"
442,122,"2015-01-14"
574,57148,"2015-01-09"
2533,96158,"2015-01-11"
114,2545,"2015-01-07"
2314,299202,"2015-01-02"
2636,979286,"2015-01-01"
2383,461509,"2015-01-04"
1414,316,"2015-01-15"
2325,7,"2015-01-08"
2255,6456,"2015-01-09"
1116,855981,"2015-01-01"
2749,177,"2015-01-09"
2629,638480,"2015-01-07"
323,3635,"2015-01-03"
2784,22465,"2015-01-02"
1282,1814154,"2015-01-13"
1823,1540970,"2015-01-01"
1732,48158,"2015-01-02"
2976,43413,"2015-01-12"
2417,713,"2015-01-01"
2564,2430701,"2015-01-03"
2265,36541,"2015-01-13"
517,357263,"2015-01-13"
163,677787,"2015-01-12"
2656,6,"2015-01-13"
2366,49829,"2015-01-07"
379,1035913,"2015-01-03"
2590,522408,"2015-01-13"
681,73,"2015-01-14"
914,130800,"2015-01-14"
1295,894276,"2015-01-06"
1325,295,"2015-01-08"
1510,2276720,"2015-01-09"
105,1188,"2015-01-03"
2828,111125,"2015-01-13"
2712,578328,"2015-01-01"
1778,447154,"2015-01-14"
752,700,"2015-01-02"
1201,185,"2015-01-08"
996,669938,"2015-01-05"
2650,1037,"2015-01-06"
343,204683,"2015-01-13"
867,169573,"2015-01-01"
2187,207,"2015-01-15"
1513,2373334,"2015-01-12"
423,801642,"2015-01-03"
1135,1837997,"2015-01-09"
191,2799,"2015-01-07"
1758,959027,"2015-01-12"
2239,6487,"2015-01-07"
726,88618,"2015-01-15"
542,711800,"2015-01-09"
1296,91216,"2015-01-08"
976,1226709,"2015-01-12"
2720,2090320,"2015-01-06"
207,3071971,"2015-01-04"
2046,752286,"2015-01-09"
244,2831096,"2015-01-05"
1865,841179,"2015-01-11"
1554,59089,"2015-01-13"
369,1631316,"2015-01-02"
38,109,"2015-01-10"
2984,5818,"2015-01-14"
2106,1165792,"2015-01-15"
1180,123044,"2015-01-09"
863,779130,"2015-01-06"
594,204,"2015-01-08"
92,12,"2015-01-09"
2441,298,"2015-01-02"
851,2700125,"2015-01-11"
782,621898,"2015-01-05"
1805,183,"2015-01-01"
1539,1772598,"2015-01-05"
656,132,"2015-01-06"
2496,43846,"2015-01-13"
1064,108,"2015-01-08"
1106,273903,"2015-01-01"
31,734595,"2015-01-15"
1283,2658402,"2015-01-05"
2203,135264,"2015-01-09"
613,107918,"2015-01-01"
54,1951769,"2015-01-03"
2583,3435,"2015-01-12"
15,1245,"2015-01-05"
251,262416,"2015-01-07"
1259,226215,"2015-01-07"
1302,120778,"2015-01-09"
1618,1806681,"2015-01-04"
1456,32905,"2015-01-04"
2320,745813,"2015-01-09"
322,88269,"2015-01-09"
630,802793,"2015-01-05"
1949,2425306,"2015-01-05"
1469,1670543,"2015-01-05"
614,167459,"2015-01-08"
494,1543,"2015-01-05"
585,47,"2015-01-10"
2038,2933,"2015-01-03"
49,160766,"2015-01-12"
2875,1985887,"2015-01-03"
2927,146736,"2015-01-09"
220,1067559,"2015-01-02"
2827,1074938,"2015-01-10"
2999,774,"2015-01-13"
2725,185490,"2015-01-07"
2027,549422,"2015-01-06"
2465,1913303,"2015-01-11"
1670,3090402,"2015-01-02"
360,1415223,"2015-01-01"
1081,10470,"2015-01-13"
713,15785,"2015-01-07"
2666,208,"2015-01-14"
411,1240964,"2015-01-06"
1405,74129,"2015-01-15"
2744,1103437,"2015-01-14"
1065,28418,"2015-01-14"
2399,1034875,"2015-01-03"
530,2613761,"2015-01-09"
2345,690404,"2015-01-10"
2404,469289,"2015-01-08"
1629,60859,"2015-01-09"
2344,3277317,"2015-01-15"
2063,478828,"2015-01-04"
2877,134,"2015-01-08"
2518,189872,"2015-01-05"
202,67936,"2015-01-15"
1390,43379,"2015-01-08"
273,179316,"2015-01-11"
1853,1223955,"2015-01-13"
210,1175,"2015-01-08"
1188,1764807,"2015-01-14"
65,858409,"2015-01-06"
2145,1224118,"2015-01-02"
2166,53,"2015-01-10"
656,120,"2015-01-03"
1362,352003,"2015-01-07"
291,19502,"2015-01-06"
819,156613,"2015-01-04"
2257,230079,"2015-01-07"
2505,185998,"2015-01-05"
795,27963,"2015-01-15"
2053,2854975,"2015-01-02"
20,791964,"2015-01-13"
2763,237331,"2015-01-06"
2278,834940,"2015-01-13"
2721,442250,"2015-01-04"
1431,2502564,"2015-01-04"
979,126307,"2015-01-08"
2190,5953,"2015-01-02"
683,2123894,"2015-01-14"
1851,1196,"2015-01-01"
186,12270,"2015-01-03"
1667,53,"2015-01-05"
2950,148598,"2015-01-08"
2517,103440,"2015-01-04"
2618,225622,"2015-01-07"
2054,257,"2015-01-03"
1895,2298539,"2015-01-02"
1935,136157,"2015-01-06"
1378,101778,"2015-01-06"
2148,18952,"2015-01-09"
203,1193915,"2015-01-13"
326,2140356,"2015-01-13"
1265,2621122,"2015-01-02"
1261,2786970,"2015-01-09"
1415,460774,"2015-01-01"
2765,242,"2015-01-08"
1262,83482,"2015-01-08"
92,16,"2015-01-03"
186,7092,"2015-01-01"
2508,487232,"2015-01-13"
1189,1047,"2015-01-06"
624,796324,"2015-01-02"
2858,73524,"2015-01-14"
432,281,"2015-01-05"
1762,334685,"2015-01-02"
2899,1635063,"2015-01-03"
2048,146,"2015-01-14"
1558,339473,"2015-01-09"
2836,946124,"2015-01-13"
253,305106,"2015-01-12"
99,376824,"2015-01-10"
587,2823284,"2015-01-02"
1451,58978,"2015-01-06"
55,191904,"2015-01-07"
1356,290,"2015-01-12"
2869,67474,"2015-01-13"
1270,292,"2015-01-13"
1162,18185,"2015-01-12"
362,4760,"2015-01-09"
1923,98797,"2015-01-15"
2086,24253,"2015-01-03"
1833,654053,"2015-01-02"
2673,844054,"2015-01-11"
983,8409,"2015-01-08"
36,2996809,"2015-01-05"
1830,1890792,"2015-01-01"
2665,1984190,"2015-01-06"
1415,465732,"2015-01-08"
2870,5386,"2015-01-06"
676,255635,"2015-01-01"
1175,2024439,"2015-01-04"
761,720,"2015-01-03"
1160,78,"2015-01-03"
560,198,"2015-01-02"
353,12690,"2015-01-01"
1632,98613,"2015-01-13"
157,14760,"2015-01-13"
1010,634,"2015-01-01"
934,1232,"2015-01-03"
2564,2397465,"2015-01-05"
2840,469,"2015-01-08"
1595,1168460,"2015-01-06"
1349,1209932,"2015-01-04"
1400,298,"2015-01-10"
82,785,"2015-01-07"
1749,223884,"2015-01-12"
2590,26419,"2015-01-04"
953,2034756,"2015-01-03"
1232,870,"2015-01-06"
2420,49545,"2015-01-12"
1711,938836,"2015-01-10"
673,2003839,"2015-01-07"
365,312281,"2015-01-01"
52,2456390,"2015-01-02"
469,415515,"2015-01-10"
1703,98098,"2015-01-07"
2591,149072,"2015-01-12"
803,148,"2015-01-06"
2486,1059124,"2015-01-04"
1550,363171,"2015-01-15"
635,365476,"2015-01-05"
437,3487063,"2015-01-06"
695,1183077,"2015-01-02"
2897,2680,"2015-01-09"
1363,162056,"2015-01-10"
864,106,"2015-01-09"
762,136,"2015-01-15"
1949,2487576,"2015-01-03"
415,2215739,"2015-01-09"
97,158298,"2015-01-14"
1916,63438,"2015-01-10"
2740,1532293,"2015-01-14"
1243,78,"2015-01-03"
50,296,"2015-01-14"
549,785611,"2015-01-10"
202,84827,"2015-01-11"
1110,193,"2015-01-13"
634,31374,"2015-01-13"
1718,100956,"2015-01-13"
377,1099068,"2015-01-01"
164,84437,"2015-01-09"
2549,1971,"2015-01-04"
590,4226452,"2015-01-15"
724,2408461,"2015-01-03"
2103,83,"2015-01-13"
2309,291841,"2015-01-04"
556,45750,"2015-01-03"
43,208652,"2015-01-07"
2691,1337113,"2015-01-01"
1116,1143255,"2015-01-11"
1651,1070,"2015-01-10"
1706,3010,"2015-01-01"
2286,95781,"2015-01-04"
2635,36643,"2015-01-14"
1948,305737,"2015-01-15"
1529,676362,"2015-01-05"
1851,4138,"2015-01-06"
2708,377414,"2015-01-03"
1770,143,"2015-01-11"
1606,389787,"2015-01-06"
1551,377393,"2015-01-04"
910,46256,"2015-01-13"
1687,200,"2015-01-15"
2363,225,"2015-01-04"
850,300232,"2015-01-01"
317,3309,"2015-01-14"
2178,309893,"2015-01-10"
2037,1170422,"2015-01-09"
129,121294,"2015-01-08"
218,354130,"2015-01-15"
24,108627,"2015-01-02"
39,672074,"2015-01-14"
2876,1130467,"2015-01-06"
69,336626,"2015-01-15"
486,50876,"2015-01-08"
1315,1767625,"2015-01-10"
2088,139928,"2015-01-15"
995,52288,"2015-01-14"
951,482773,"2015-01-03"
2212,2256,"2015-01-07"
646,395717,"2015-01-07"
988,57,"2015-01-06"
2400,122599,"2015-01-07"
